ano;ptyid;trustfedgov;ptyv
2012;;0.0;Alternativa (PSDB ou PSL)
2012;;0.0;PT
2012;;1.0;
2012;;0.0;PT
2012;;-3.0;Nenhum
2012;;-1.0;
2012;;2.0;PT
2012;;3.0;PT
2012;PT;1.0;PT
2012;;3.0;PT
2012;;1.0;Outros
2012;;1.0;
2012;;0.0;Nenhum
2012;Outro (direita);2.0;Alternativa (PSDB ou PSL)
2012;;0.0;Alternativa (PSDB ou PSL)
2012;;1.0;Alternativa (PSDB ou PSL)
2012;;1.0;PT
2012;;2.0;Outros
2012;PT;;Outros
2012;PT;3.0;
2012;;1.0;PT
2012;;-1.0;Nenhum
2012;;-3.0;PT
2012;;1.0;
2012;PT;3.0;PT
2012;;-2.0;
2012;;1.0;
2012;;-2.0;PT
2012;PT;2.0;PT
2012;;-2.0;Alternativa (PSDB ou PSL)
2012;;-3.0;Nenhum
2012;PT;1.0;PT
2012;;2.0;PT
2012;;-2.0;
2012;;-1.0;PT
2012;;-1.0;PT
2012;;-1.0;PT
2012;;1.0;Alternativa (PSDB ou PSL)
2012;PT;0.0;PT
2012;;-3.0;PT
2012;;3.0;PT
2012;;1.0;PT
2012;;1.0;PT
2012;;-2.0;
2012;;-3.0;Outros
2012;;-2.0;Outros
2012;;-1.0;
2012;PT;2.0;PT
2012;;1.0;Alternativa (PSDB ou PSL)
2012;;-1.0;Alternativa (PSDB ou PSL)
2012;;2.0;PT
2012;;-1.0;PT
2012;;-3.0;PT
2012;PT;2.0;PT
2012;PT;3.0;PT
2012;;-2.0;PT
2012;PT;2.0;PT
2012;;0.0;PT
2012;Outro (esquerda);-3.0;Outros
2012;;1.0;PT
2012;;-3.0;Alternativa (PSDB ou PSL)
2012;;-3.0;Alternativa (PSDB ou PSL)
2012;;-2.0;PT
2012;;3.0;
2012;;-2.0;PT
2012;PT;3.0;Alternativa (PSDB ou PSL)
2012;;3.0;
2012;;-1.0;Alternativa (PSDB ou PSL)
2012;;-3.0;Nenhum
2012;;-3.0;Outros
2012;;3.0;
2012;Outro (direita);1.0;Alternativa (PSDB ou PSL)
2012;PT;2.0;PT
2012;;1.0;PT
2012;;1.0;Nenhum
2012;;3.0;PT
2012;PT;1.0;Outros
2012;;2.0;PT
2012;PT;0.0;PT
2012;;-2.0;Alternativa (PSDB ou PSL)
2012;Outro (esquerda);-1.0;PT
2012;;1.0;PT
2012;;2.0;Outros
2012;PT;3.0;
2012;PT;-1.0;PT
2012;;1.0;Outros
2012;;1.0;PT
2012;;0.0;PT
2012;;1.0;
2012;;0.0;PT
2012;;3.0;PT
2012;;2.0;PT
2012;;1.0;Nenhum
2012;;-2.0;
2012;;-2.0;
2012;;-3.0;Outros
2012;;2.0;
2012;;-2.0;
2012;;2.0;PT
2012;Outro (direita);2.0;
2012;;2.0;PT
2012;;2.0;
2012;;1.0;
2012;PT;3.0;PT
2012;;1.0;
2012;PT;1.0;PT
2012;;0.0;PT
2012;;1.0;PT
2012;;0.0;Alternativa (PSDB ou PSL)
2012;;-3.0;Alternativa (PSDB ou PSL)
2012;;2.0;
2012;;-2.0;
2012;PT;2.0;
2012;;1.0;Outros
2012;PT;3.0;PT
2012;PT;-2.0;
2012;PT;0.0;PT
2012;;3.0;PT
2012;;3.0;PT
2012;;3.0;PT
2012;PT;3.0;PT
2012;PT;0.0;PT
2012;;0.0;PT
2012;Outro (esquerda);3.0;PT
2012;;-1.0;PT
2012;;2.0;PT
2012;;2.0;PT
2012;;1.0;PT
2012;;-1.0;PT
2012;;1.0;PT
2012;;0.0;
2012;PT;3.0;PT
2012;;-3.0;
2012;;1.0;Alternativa (PSDB ou PSL)
2012;;1.0;PT
2012;PT;-1.0;PT
2012;;2.0;Outros
2012;PSDB;-1.0;Alternativa (PSDB ou PSL)
2012;PT;0.0;
2012;Outro (esquerda);1.0;Alternativa (PSDB ou PSL)
2012;;0.0;PT
2012;;1.0;PT
2012;;-1.0;Alternativa (PSDB ou PSL)
2012;PT;3.0;Outros
2012;PT;2.0;PT
2012;;0.0;Alternativa (PSDB ou PSL)
2012;PT;3.0;PT
2012;;-1.0;PT
2012;;1.0;PT
2012;PSDB;-3.0;Outros
2012;Outro (direita);-2.0;Alternativa (PSDB ou PSL)
2012;PT;3.0;PT
2012;PT;3.0;PT
2012;;1.0;Alternativa (PSDB ou PSL)
2012;PT;3.0;Alternativa (PSDB ou PSL)
2012;;-3.0;PT
2012;;1.0;PT
2012;;1.0;Alternativa (PSDB ou PSL)
2012;;1.0;PT
2012;;-2.0;
2012;PT;3.0;PT
2012;;0.0;Alternativa (PSDB ou PSL)
2012;;3.0;Alternativa (PSDB ou PSL)
2012;;1.0;Outros
2012;PT;-1.0;PT
2012;;2.0;
2012;;0.0;PT
2012;;0.0;PT
2012;;-1.0;PT
2012;PSDB;-1.0;Alternativa (PSDB ou PSL)
2012;;2.0;PT
2012;;0.0;PT
2012;Outro (direita);-2.0;PT
2012;;2.0;PT
2012;;3.0;PT
2012;;0.0;PT
2012;Outro (esquerda);3.0;PT
2012;;3.0;PT
2012;;-3.0;Alternativa (PSDB ou PSL)
2012;;1.0;PT
2012;;0.0;Outros
2012;;0.0;Alternativa (PSDB ou PSL)
2012;;-2.0;Outros
2012;;3.0;PT
2012;Outro (esquerda);-2.0;PT
2012;;-2.0;Alternativa (PSDB ou PSL)
2012;;3.0;Outros
2012;;0.0;Alternativa (PSDB ou PSL)
2012;;1.0;PT
2012;Outro (esquerda);0.0;Alternativa (PSDB ou PSL)
2012;;-1.0;Alternativa (PSDB ou PSL)
2012;;-1.0;Outros
2012;PT;3.0;PT
2012;;-3.0;
2012;;2.0;PT
2012;;-3.0;PT
2012;PT;3.0;
2012;;1.0;PT
2012;;-1.0;
2012;;0.0;PT
2012;;-2.0;
2012;Outro (direita);0.0;Alternativa (PSDB ou PSL)
2012;;-1.0;Alternativa (PSDB ou PSL)
2012;;2.0;PT
2012;;-3.0;PT
2012;;3.0;PT
2012;;0.0;Alternativa (PSDB ou PSL)
2012;;3.0;PT
2012;;3.0;PT
2012;PT;1.0;
2012;;2.0;
2012;;0.0;
2012;;1.0;
2012;;2.0;PT
2012;;1.0;Alternativa (PSDB ou PSL)
2012;;2.0;PT
2012;;2.0;PT
2012;;0.0;Outros
2012;;-2.0;Alternativa (PSDB ou PSL)
2012;;3.0;PT
2012;;2.0;PT
2012;;-2.0;Alternativa (PSDB ou PSL)
2012;PT;2.0;PT
2012;;1.0;PT
2012;;1.0;PT
2012;;0.0;PT
2012;;-3.0;Alternativa (PSDB ou PSL)
2012;;1.0;Alternativa (PSDB ou PSL)
2012;;3.0;
2012;PSDB;0.0;Outros
2012;Outro (direita);0.0;PT
2012;;-3.0;Outros
2012;;1.0;
2012;;-2.0;Nenhum
2012;PT;0.0;Outros
2012;;0.0;Outros
2012;;1.0;PT
2012;PT;2.0;PT
2012;;-2.0;Alternativa (PSDB ou PSL)
2012;PT;3.0;PT
2012;PT;1.0;
2012;PT;-2.0;PT
2012;PSDB;-2.0;Alternativa (PSDB ou PSL)
2012;PT;3.0;PT
2012;;1.0;Alternativa (PSDB ou PSL)
2012;;-3.0;Nenhum
2012;PT;1.0;PT
2012;;-3.0;
2012;;-3.0;Alternativa (PSDB ou PSL)
2012;PSDB;2.0;PT
2012;PT;3.0;PT
2012;;1.0;PT
2012;;-1.0;
2012;PT;1.0;PT
2012;;-1.0;Outros
2012;;1.0;PT
2012;PT;3.0;PT
2012;;1.0;
2012;PT;1.0;PT
2012;;0.0;
2012;;2.0;PT
2012;;0.0;Nenhum
2012;;3.0;PT
2012;Outro (direita);3.0;
2012;;2.0;
2012;Outro (direita);-3.0;Alternativa (PSDB ou PSL)
2012;PSDB;0.0;Alternativa (PSDB ou PSL)
2012;;0.0;PT
2012;;1.0;PT
2012;;1.0;
2012;;-1.0;Alternativa (PSDB ou PSL)
2012;;1.0;PT
2012;Outro (direita);2.0;Alternativa (PSDB ou PSL)
2012;PSDB;2.0;
2012;Outro (esquerda);2.0;PT
2012;;1.0;PT
2012;;1.0;PT
2012;;2.0;Alternativa (PSDB ou PSL)
2012;;2.0;Outros
2012;Outro (esquerda);2.0;
2012;;-3.0;PT
2012;PT;1.0;PT
2012;;1.0;
2012;;1.0;Alternativa (PSDB ou PSL)
2012;;-1.0;PT
2012;;0.0;PT
2012;PT;3.0;PT
2012;;2.0;Alternativa (PSDB ou PSL)
2012;;2.0;PT
2012;;-2.0;Outros
2012;;2.0;PT
2012;;2.0;Outros
2012;;2.0;PT
2012;;0.0;
2012;;-1.0;PT
2012;PSDB;0.0;Outros
2012;;2.0;
2012;Outro (direita);3.0;
2012;;-3.0;Outros
2012;Outro (esquerda);0.0;PT
2012;PT;-1.0;PT
2012;;-3.0;PT
2012;;1.0;Alternativa (PSDB ou PSL)
2012;;3.0;PT
2012;PT;2.0;PT
2012;;2.0;PT
2012;;0.0;PT
2012;;2.0;PT
2012;PT;3.0;PT
2012;;0.0;
2012;;0.0;
2012;Outro (direita);1.0;
2012;;-1.0;Alternativa (PSDB ou PSL)
2012;;-3.0;
2012;;3.0;Outros
2012;;-1.0;PT
2012;;1.0;Outros
2012;PT;3.0;PT
2012;;-1.0;Nenhum
2012;;0.0;Outros
2012;PT;-1.0;
2012;;1.0;Outros
2012;;1.0;PT
2012;;-3.0;
2012;Outro (direita);0.0;Outros
2012;;2.0;PT
2012;;2.0;
2012;Outro (esquerda);-1.0;Outros
2012;;1.0;PT
2012;PT;3.0;PT
2012;PT;2.0;PT
2012;PT;2.0;PT
2012;;2.0;
2012;Outro (esquerda);1.0;PT
2012;;2.0;
2012;;1.0;
2012;;3.0;PT
2012;;1.0;
2012;;2.0;
2012;;2.0;PT
2012;;1.0;Outros
2012;;3.0;Outros
2012;;-1.0;PT
2012;;1.0;PT
2012;;2.0;PT
2012;;0.0;PT
2012;Outro (direita);-3.0;Alternativa (PSDB ou PSL)
2012;Outro (esquerda);0.0;Outros
2012;Outro (esquerda);-3.0;Outros
2012;PT;2.0;PT
2012;Outro (direita);3.0;Alternativa (PSDB ou PSL)
2012;;-3.0;Nenhum
2012;Outro (direita);-1.0;Outros
2012;PT;3.0;PT
2012;Outro (direita);-3.0;Alternativa (PSDB ou PSL)
2012;;0.0;Nenhum
2012;;2.0;PT
2012;;1.0;Alternativa (PSDB ou PSL)
2012;;0.0;Nenhum
2012;;2.0;
2012;PT;3.0;PT
2012;PSDB;-1.0;Alternativa (PSDB ou PSL)
2012;;-3.0;PT
2012;PT;2.0;PT
2012;;2.0;Outros
2012;PT;2.0;PT
2012;;3.0;PT
2012;;3.0;
2012;Outro (direita);-1.0;PT
2012;PT;0.0;PT
2012;PT;2.0;PT
2012;;0.0;Outros
2012;PT;1.0;Nenhum
2012;;0.0;PT
2012;;3.0;PT
2012;;3.0;Alternativa (PSDB ou PSL)
2012;;0.0;Outros
2012;;2.0;
2012;;2.0;PT
2012;;-3.0;PT
2012;PT;1.0;PT
2012;PT;0.0;
2012;;-1.0;PT
2012;;2.0;PT
2012;;1.0;PT
2012;;2.0;PT
2012;;-1.0;PT
2012;;-1.0;Outros
2012;;-2.0;Outros
2012;Outro (esquerda);1.0;Outros
2012;PT;-1.0;PT
2012;;1.0;
2012;;0.0;PT
2012;PT;3.0;
2012;;2.0;Alternativa (PSDB ou PSL)
2012;;0.0;
2012;;1.0;PT
2012;;1.0;PT
2012;PT;1.0;PT
2012;PT;3.0;PT
2012;;1.0;PT
2012;Outro;2.0;Alternativa (PSDB ou PSL)
2012;;0.0;
2012;PT;1.0;PT
2012;;0.0;PT
2012;;0.0;PT
2012;PSDB;3.0;Alternativa (PSDB ou PSL)
2012;;1.0;PT
2012;;1.0;Nenhum
2012;Outro (direita);-3.0;Alternativa (PSDB ou PSL)
2012;Outro (direita);-1.0;Alternativa (PSDB ou PSL)
2012;;-1.0;Outros
2012;Outro (direita);3.0;Alternativa (PSDB ou PSL)
2012;PT;2.0;PT
2012;;1.0;PT
2012;;-2.0;Alternativa (PSDB ou PSL)
2012;;2.0;PT
2012;Outro (direita);;Alternativa (PSDB ou PSL)
2012;;0.0;PT
2012;;1.0;PT
2012;;-3.0;
2012;PSDB;-1.0;Alternativa (PSDB ou PSL)
2012;Outro (direita);1.0;PT
2012;;3.0;PT
2012;;2.0;Nenhum
2012;;3.0;
2012;;1.0;PT
2012;;-1.0;PT
2012;;0.0;Outros
2012;;1.0;PT
2012;;1.0;Outros
2012;;1.0;PT
2012;;0.0;PT
2012;;-3.0;Alternativa (PSDB ou PSL)
2012;;2.0;
2012;;1.0;
2012;;3.0;
2012;;-3.0;Outros
2012;;1.0;PT
2012;;1.0;Alternativa (PSDB ou PSL)
2012;;1.0;
2012;;2.0;PT
2012;PT;2.0;
2012;;-1.0;PT
2012;;3.0;PT
2012;Outro (direita);2.0;
2012;;3.0;PT
2012;PT;1.0;PT
2012;Outro (direita);0.0;
2012;;0.0;Outros
2012;;1.0;Outros
2012;;1.0;
2012;;-3.0;Alternativa (PSDB ou PSL)
2012;;-1.0;PT
2012;Outro (direita);-2.0;Outros
2012;;0.0;
2012;PSDB;1.0;Alternativa (PSDB ou PSL)
2012;;0.0;PT
2012;;2.0;
2012;;3.0;Alternativa (PSDB ou PSL)
2012;PSDB;1.0;Outros
2012;;1.0;Alternativa (PSDB ou PSL)
2012;PT;2.0;PT
2012;;1.0;
2012;PT;0.0;PT
2012;PT;0.0;PT
2012;PSDB;1.0;Alternativa (PSDB ou PSL)
2012;Outro (direita);3.0;Outros
2012;;-3.0;PT
2012;;-3.0;PT
2012;PT;0.0;PT
2012;;0.0;Alternativa (PSDB ou PSL)
2012;;-3.0;PT
2012;;2.0;PT
2012;PT;1.0;PT
2012;;0.0;
2012;;3.0;PT
2012;;-1.0;PT
2012;;3.0;PT
2012;;-2.0;
2012;;3.0;Outros
2012;PT;-1.0;PT
2012;;2.0;
2012;;-2.0;Outros
2012;Outro (esquerda);1.0;Outros
2012;PT;3.0;PT
2012;PT;1.0;PT
2012;;2.0;PT
2012;;-1.0;
2012;Outro (direita);0.0;Alternativa (PSDB ou PSL)
2012;;3.0;PT
2012;;-3.0;PT
2012;;1.0;
2012;;0.0;
2012;Outro (direita);-1.0;Alternativa (PSDB ou PSL)
2012;;2.0;
2012;;-2.0;
2012;;1.0;
2012;;3.0;PT
2012;PT;1.0;Outros
2012;;1.0;PT
2012;;-3.0;Alternativa (PSDB ou PSL)
2012;Outro;2.0;Outros
2012;;1.0;PT
2012;PT;3.0;PT
2012;PT;2.0;
2012;;2.0;
2012;PT;2.0;Alternativa (PSDB ou PSL)
2012;;2.0;
2012;;3.0;PT
2012;;2.0;Outros
2012;;3.0;PT
2012;Outro (direita);3.0;PT
2012;PT;3.0;PT
2012;;-1.0;Alternativa (PSDB ou PSL)
2012;;-1.0;PT
2012;;2.0;PT
2012;;-2.0;PT
2012;PT;2.0;PT
2012;;0.0;PT
2012;;2.0;PT
2012;PSDB;3.0;PT
2012;Outro (esquerda);1.0;Alternativa (PSDB ou PSL)
2012;;0.0;PT
2012;Outro (direita);3.0;PT
2012;;-1.0;Alternativa (PSDB ou PSL)
2012;;3.0;PT
2012;;1.0;PT
2012;PT;2.0;PT
2012;;1.0;
2012;Outro (direita);0.0;
2012;;2.0;Alternativa (PSDB ou PSL)
2012;;1.0;PT
2012;;3.0;PT
2012;;-1.0;Alternativa (PSDB ou PSL)
2012;;1.0;Alternativa (PSDB ou PSL)
2012;PT;0.0;PT
2012;;-1.0;PT
2012;;1.0;PT
2012;;0.0;Alternativa (PSDB ou PSL)
2012;PT;0.0;PT
2012;;1.0;PT
2012;;0.0;
2012;;1.0;PT
2012;;1.0;PT
2012;Outro (esquerda);-2.0;Alternativa (PSDB ou PSL)
2012;;1.0;Outros
2012;;3.0;PT
2012;PT;2.0;PT
2012;;-1.0;
2012;PT;1.0;
2012;;1.0;
2012;;0.0;Alternativa (PSDB ou PSL)
2012;Outro;2.0;Alternativa (PSDB ou PSL)
2012;;0.0;PT
2012;;2.0;PT
2012;;-1.0;PT
2012;;1.0;
2012;;1.0;Alternativa (PSDB ou PSL)
2012;PT;-1.0;PT
2012;PT;-3.0;
2012;;3.0;
2012;PSDB;-3.0;Alternativa (PSDB ou PSL)
2012;PT;0.0;PT
2012;;1.0;Alternativa (PSDB ou PSL)
2012;;-2.0;PT
2012;;1.0;PT
2012;Outro (esquerda);3.0;PT
2012;;3.0;Outros
2012;;0.0;PT
2012;;1.0;Alternativa (PSDB ou PSL)
2012;;0.0;PT
2012;;3.0;PT
2012;;-1.0;Nenhum
2012;PT;1.0;Outros
2012;;-1.0;Nenhum
2012;;-3.0;
2012;PT;0.0;PT
2012;;-1.0;
2012;PT;3.0;PT
2012;;-2.0;PT
2012;;2.0;Alternativa (PSDB ou PSL)
2012;;0.0;
2012;;-2.0;
2012;;3.0;Alternativa (PSDB ou PSL)
2012;Outro (direita);-2.0;Outros
2012;;1.0;
2012;;0.0;
2012;;-1.0;PT
2012;;3.0;Alternativa (PSDB ou PSL)
2012;;1.0;Alternativa (PSDB ou PSL)
2012;;0.0;Outros
2012;PT;3.0;PT
2012;PT;3.0;PT
2012;PT;0.0;PT
2012;;-1.0;PT
2012;;-3.0;Outros
2012;;2.0;PT
2012;;3.0;PT
2012;PT;2.0;PT
2012;;-3.0;Outros
2012;PT;1.0;PT
2012;;-1.0;Outros
2012;PT;1.0;Outros
2012;;1.0;PT
2012;PT;1.0;PT
2012;;0.0;PT
2012;;1.0;PT
2012;;3.0;
2012;;3.0;
2012;;1.0;PT
2012;PT;2.0;PT
2012;;3.0;PT
2012;PT;0.0;PT
2012;;3.0;
2012;Outro;3.0;
2012;PT;2.0;PT
2012;;3.0;Alternativa (PSDB ou PSL)
2012;;2.0;PT
2012;;-3.0;PT
2012;;-1.0;
2012;;2.0;PT
2012;;3.0;PT
2012;PT;-2.0;PT
2012;PT;2.0;PT
2012;;0.0;PT
2012;;0.0;PT
2012;PT;1.0;
2012;;-2.0;
2012;PT;2.0;PT
2012;;3.0;PT
2012;;3.0;PT
2012;PT;3.0;PT
2012;;3.0;PT
2012;;3.0;PT
2012;;2.0;
2012;;2.0;Alternativa (PSDB ou PSL)
2012;;0.0;
2012;;0.0;PT
2012;Outro;-1.0;
2012;;1.0;
2012;Outro (direita);2.0;PT
2012;;0.0;PT
2012;;3.0;Alternativa (PSDB ou PSL)
2012;;3.0;
2012;PT;2.0;PT
2012;PSDB;3.0;PT
2012;;1.0;Alternativa (PSDB ou PSL)
2012;;-1.0;
2012;;1.0;
2012;Outro (direita);3.0;PT
2012;;1.0;PT
2012;;2.0;PT
2012;PT;2.0;PT
2012;;-3.0;Alternativa (PSDB ou PSL)
2012;;1.0;PT
2012;;2.0;PT
2012;;-2.0;
2012;;-3.0;PT
2012;PT;3.0;PT
2012;;1.0;
2012;;1.0;Nenhum
2012;;-3.0;
2012;;2.0;
2012;;-1.0;Alternativa (PSDB ou PSL)
2012;;-3.0;Alternativa (PSDB ou PSL)
2012;PT;-1.0;PT
2012;;-3.0;PT
2012;PT;0.0;PT
2012;Outro;2.0;PT
2012;;-3.0;Alternativa (PSDB ou PSL)
2012;Outro (direita);-2.0;Alternativa (PSDB ou PSL)
2012;;1.0;PT
2012;;1.0;PT
2012;Outro (direita);3.0;Alternativa (PSDB ou PSL)
2012;;3.0;PT
2012;Outro (esquerda);-1.0;PT
2012;PT;1.0;PT
2012;;-1.0;
2012;;3.0;PT
2012;;1.0;PT
2012;;2.0;
2012;;0.0;
2012;;1.0;
2012;;-2.0;Alternativa (PSDB ou PSL)
2012;PSDB;-1.0;Alternativa (PSDB ou PSL)
2012;;1.0;
2012;;1.0;PT
2012;Outro (direita);3.0;Alternativa (PSDB ou PSL)
2012;;-1.0;
2012;;1.0;PT
2012;;1.0;PT
2012;Outro (direita);1.0;Outros
2012;;3.0;Outros
2012;;1.0;PT
2012;;1.0;Outros
2012;;1.0;Outros
2012;;-3.0;Outros
2012;;1.0;PT
2012;;0.0;
2012;;0.0;PT
2012;;1.0;Outros
2012;PSDB;0.0;Alternativa (PSDB ou PSL)
2012;;-3.0;Nenhum
2012;PSDB;3.0;Nenhum
2012;;-2.0;Nenhum
2012;;1.0;PT
2012;;1.0;
2012;;0.0;
2012;PT;1.0;
2012;;1.0;
2012;;-2.0;
2012;PT;3.0;PT
2012;;0.0;PT
2012;;-1.0;
2012;;2.0;PT
2012;PSDB;1.0;PT
2012;;-3.0;Nenhum
2012;PT;2.0;PT
2012;;2.0;PT
2012;;-3.0;
2012;;0.0;
2012;;1.0;PT
2012;PSDB;1.0;Alternativa (PSDB ou PSL)
2012;;3.0;PT
2012;;1.0;PT
2012;;1.0;Outros
2012;Outro (esquerda);-3.0;Alternativa (PSDB ou PSL)
2012;PT;2.0;
2012;Outro (direita);3.0;PT
2012;;-1.0;
2012;PSDB;2.0;PT
2012;PT;2.0;PT
2012;PT;1.0;PT
2012;Outro (direita);2.0;PT
2012;;2.0;
2012;;1.0;PT
2012;;0.0;PT
2012;PSDB;0.0;Alternativa (PSDB ou PSL)
2012;PT;-1.0;PT
2012;;0.0;PT
2012;PT;2.0;PT
2012;;3.0;PT
2012;;0.0;
2012;PT;2.0;PT
2012;;0.0;PT
2012;PT;2.0;
2012;;2.0;Outros
2012;;3.0;Alternativa (PSDB ou PSL)
2012;PT;3.0;PT
2012;Outro;-1.0;Alternativa (PSDB ou PSL)
2012;;0.0;Nenhum
2012;;3.0;PT
2012;;-1.0;PT
2012;;0.0;
2012;PT;-3.0;
2012;PT;3.0;PT
2012;PT;3.0;PT
2012;Outro (direita);1.0;PT
2012;PT;1.0;PT
2012;PT;2.0;PT
2012;;2.0;Alternativa (PSDB ou PSL)
2012;;3.0;
2012;;3.0;
2012;;3.0;PT
2012;Outro (direita);1.0;Alternativa (PSDB ou PSL)
2012;PT;1.0;PT
2012;;0.0;
2012;;2.0;PT
2012;;1.0;Outros
2012;;2.0;Nenhum
2012;PT;2.0;PT
2012;;3.0;PT
2012;;-1.0;PT
2012;Outro;3.0;Alternativa (PSDB ou PSL)
2012;;1.0;PT
2012;;-2.0;Outros
2012;;1.0;
2012;PT;-1.0;PT
2012;;-3.0;Outros
2012;PT;2.0;PT
2012;PT;0.0;Alternativa (PSDB ou PSL)
2012;;-3.0;Alternativa (PSDB ou PSL)
2012;;3.0;
2012;;3.0;
2012;;3.0;Alternativa (PSDB ou PSL)
2012;;-3.0;PT
2012;;1.0;
2012;Outro (esquerda);-2.0;Alternativa (PSDB ou PSL)
2012;;1.0;Alternativa (PSDB ou PSL)
2012;;-3.0;
2012;;2.0;PT
2012;PT;0.0;PT
2012;PT;0.0;PT
2012;;0.0;
2012;;1.0;Outros
2012;;-1.0;PT
2012;;-1.0;Alternativa (PSDB ou PSL)
2012;;1.0;Outros
2012;;2.0;
2012;;1.0;PT
2012;PT;0.0;PT
2012;;1.0;PT
2012;;2.0;
2012;;3.0;PT
2012;;1.0;Alternativa (PSDB ou PSL)
2012;;3.0;
2012;;0.0;
2012;PT;-1.0;Outros
2012;;-1.0;PT
2012;;2.0;
2012;;2.0;
2012;;3.0;PT
2012;;1.0;Alternativa (PSDB ou PSL)
2012;;0.0;
2012;PT;-2.0;PT
2012;;2.0;
2012;;3.0;PT
2014;;3.0;
2014;;-3.0;PT
2014;;2.0;
2014;;0.0;
2014;;0.0;PT
2014;;-2.0;Alternativa (PSDB ou PSL)
2014;PT;0.0;PT
2014;;3.0;
2014;;0.0;
2014;PSDB;2.0;PT
2014;Outro (direita);3.0;PT
2014;PT;-1.0;PT
2014;PT;-1.0;Outros
2014;;1.0;PT
2014;;1.0;
2014;;1.0;PT
2014;Outro (direita);3.0;PT
2014;;3.0;PT
2014;;2.0;PT
2014;;2.0;
2014;;3.0;PT
2014;;0.0;PT
2014;;2.0;
2014;Outro (direita);3.0;PT
2014;;1.0;PT
2014;;0.0;PT
2014;Outro (direita);2.0;PT
2014;;1.0;PT
2014;;3.0;PT
2014;;2.0;PT
2014;;-1.0;PT
2014;;-3.0;
2014;;-3.0;
2014;;-3.0;
2014;Outro (esquerda);0.0;
2014;;0.0;
2014;;2.0;PT
2014;;3.0;
2014;;2.0;
2014;;3.0;PT
2014;PT;0.0;PT
2014;;0.0;
2014;;-3.0;PT
2014;;1.0;PT
2014;;2.0;PT
2014;;-3.0;
2014;;1.0;PT
2014;;3.0;PT
2014;Outro (direita);-2.0;Alternativa (PSDB ou PSL)
2014;PT;3.0;PT
2014;;0.0;Alternativa (PSDB ou PSL)
2014;PT;1.0;
2014;;2.0;
2014;;-3.0;
2014;;3.0;PT
2014;PT;3.0;
2014;;0.0;Outros
2014;;2.0;
2014;;0.0;PT
2014;PT;2.0;
2014;;2.0;
2014;;-2.0;PT
2014;;-3.0;
2014;;1.0;
2014;;3.0;PT
2014;;1.0;PT
2014;;3.0;PT
2014;;-3.0;
2014;;3.0;PT
2014;;2.0;PT
2014;;-1.0;Alternativa (PSDB ou PSL)
2014;;-3.0;PT
2014;PT;-3.0;PT
2014;;3.0;PT
2014;PT;-3.0;PT
2014;;1.0;
2014;;-3.0;Alternativa (PSDB ou PSL)
2014;PT;1.0;PT
2014;;-1.0;
2014;PT;3.0;
2014;;0.0;Alternativa (PSDB ou PSL)
2014;;3.0;PT
2014;PSDB;-3.0;PT
2014;;3.0;PT
2014;;0.0;PT
2014;PT;-1.0;
2014;PT;3.0;PT
2014;PT;3.0;PT
2014;Outro (direita);-3.0;Alternativa (PSDB ou PSL)
2014;Outro (direita);-3.0;PT
2014;;3.0;
2014;Outro (direita);1.0;Alternativa (PSDB ou PSL)
2014;PT;3.0;PT
2014;Outro (esquerda);1.0;Outros
2014;;0.0;
2014;;0.0;
2014;;-1.0;PT
2014;;3.0;
2014;;0.0;PT
2014;;0.0;
2014;PT;3.0;PT
2014;;2.0;
2014;;-1.0;
2014;;1.0;
2014;;2.0;PT
2014;PSDB;2.0;PT
2014;PSDB;-3.0;PT
2014;Outro (direita);-1.0;Alternativa (PSDB ou PSL)
2014;;-3.0;PT
2014;;-1.0;PT
2014;;1.0;
2014;;-3.0;PT
2014;;3.0;PT
2014;;2.0;PT
2014;Outro (esquerda);0.0;
2014;Outro (direita);1.0;PT
2014;PT;3.0;
2014;;0.0;PT
2014;;0.0;
2014;;1.0;
2014;PT;3.0;PT
2014;PT;3.0;PT
2014;PT;3.0;PT
2014;;-3.0;Alternativa (PSDB ou PSL)
2014;;3.0;
2014;PSDB;1.0;Alternativa (PSDB ou PSL)
2014;PSDB;0.0;Alternativa (PSDB ou PSL)
2014;PT;-1.0;PT
2014;PT;0.0;PT
2014;;0.0;PT
2014;PT;3.0;PT
2014;;1.0;PT
2014;;0.0;Outros
2014;PT;2.0;
2014;PT;1.0;PT
2014;;0.0;Outros
2014;;1.0;PT
2014;Outro;3.0;PT
2014;;0.0;PT
2014;;2.0;
2014;;-1.0;PT
2014;;0.0;PT
2014;;2.0;PT
2014;;1.0;
2014;PT;3.0;PT
2014;;3.0;PT
2014;PT;-3.0;PT
2014;Outro (esquerda);3.0;PT
2014;;-1.0;Outros
2014;PT;2.0;PT
2014;;-2.0;
2014;;-3.0;PT
2014;;1.0;
2014;;1.0;PT
2014;PT;1.0;PT
2014;;-2.0;
2014;;2.0;PT
2014;PT;1.0;
2014;;1.0;
2014;;0.0;
2014;;-3.0;PT
2014;;-2.0;
2014;;3.0;PT
2014;Outro (direita);1.0;
2014;;-2.0;Alternativa (PSDB ou PSL)
2014;;1.0;PT
2014;;-2.0;Alternativa (PSDB ou PSL)
2014;;1.0;PT
2014;;0.0;PT
2014;PT;3.0;PT
2014;;2.0;PT
2014;;3.0;PT
2014;;1.0;
2014;;0.0;
2014;;-2.0;
2014;;-1.0;
2014;;-1.0;Alternativa (PSDB ou PSL)
